교육과정ID,교육차수ID,차수명,설문ID,설문명,설문유형,문항분류명,사번,No,문항ID,설문문항,점수,응답선택번호,답안내용,기타의견내용,만족도분류,만족도명,강사ID,설문제출시간
87394,5180504,Value-Up프로그램(신입),3610,2025년 Value-up프로그램 3일차 설문,,서술형,5003702,29,46134,[3일차 전체] 교육을 수강하신 &#39;소감&#39;을 간략하게 전달 부탁드립니다.,0,컨텐츠가 다양하게 구성되어 흥미롭고 유익,,,M,운영만족도,0,2.03E+13
87394,5211637,Value-Up프로그램(신입),3605,2025년 Value-up프로그램 2일차 설문,,서술형,5003731,37,46054,[2일차 전체] 교육을 수강하신 &#39;소감&#39;을 간략하게 전달 부탁드립니다.,0,오늘도 알찬 교육이었습니다!,,,M,운영만족도,0,2.03E+13
87394,5211637,Value-Up프로그램(신입),3605,2025년 Value-up프로그램 2일차 설문,,서술형,5003737,37,46054,[2일차 전체] 교육을 수강하신 &#39;소감&#39;을 간략하게 전달 부탁드립니다.,0,유익한 시간이었습니다.,,,M,운영만족도,0,2.03E+13
87394,5211640,Value-Up프로그램(신입),3615,2025년 Value-up프로그램 5일차 설문,,서술형,5003747,3,46193,[경영측 특강] 특강 수강 소감을 자유롭개 작성해 주시기 바랍니다.,0,좋았습니다,,,E,과정만족도,0,2.03E+13
87394,5180504,Value-Up프로그램(신입),3610,2025년 Value-up프로그램 3일차 설문,,서술형,5003515,29,46134,[3일차 전체] 교육을 수강하신 &#39;소감&#39;을 간략하게 전달 부탁드립니다.,0,강의 준비가 잘 되었다고 생각함,,,M,운영만족도,0,2.03E+13
87394,5211640,Value-Up프로그램(신입),3615,2025년 Value-up프로그램 5일차 설문,,서술형,5003775,3,46193,[경영측 특강] 특강 수강 소감을 자유롭개 작성해 주시기 바랍니다.,0,깊이가 있었다,,,E,과정만족도,0,2.03E+13
87394,5211639,Value-Up프로그램(신입),3612,2025년 Value-up프로그램 4일차 설문,,서술형,5003745,21,46158,[4일차 전체] 교육을 수강하신 &#39;소감&#39;을 간략하게 전달 부탁드립니다.,0,활동적인 오후를 보내 좋았습니다,,,M,운영만족도,0,2.03E+13
87394,5211640,Value-Up프로그램(신입),3615,2025년 Value-up프로그램 5일차 설문,,서술형,5003729,3,46193,[경영측 특강] 특강 수강 소감을 자유롭개 작성해 주시기 바랍니다.,0,좋았습니다.,,,E,과정만족도,0,2.03E+13
87394,5211636,Value-Up프로그램(신입),3604,2025년 Value-up프로그램 1일차 설문,,서술형,5003516,22,46012,[1일차] 교육을 수강하신 &#39;소감&#39;을 간략하게 전달 부탁드립니다.,0,팀원들과 조금 더 가까워질 수 있는 시간들이어서 좋았습니다.,,,M,운영만족도,0,2.03E+13
87394,5211639,Value-Up프로그램(신입),3612,2025년 Value-up프로그램 4일차 설문,,서술형,5003702,21,46158,[4일차 전체] 교육을 수강하신 &#39;소감&#39;을 간략하게 전달 부탁드립니다.,0,추억을 만들어가는 느낌.,,,M,운영만족도,0,2.03E+13
87394,5211637,Value-Up프로그램(신입),3605,2025년 Value-up프로그램 2일차 설문,,서술형,5003780,37,46054,[2일차 전체] 교육을 수강하신 &#39;소감&#39;을 간략하게 전달 부탁드립니다.,0,일찍 끝나고 좋네요,,,M,운영만족도,0,2.03E+13
87394,5211636,Value-Up프로그램(신입),3604,2025년 Value-up프로그램 1일차 설문,,서술형,5003718,22,46012,[1일차] 교육을 수강하신 &#39;소감&#39;을 간략하게 전달 부탁드립니다.,0,짧은 시간내에 많은 정보를 잘 설명해주셨습니다.,,,M,운영만족도,0,2.03E+13
87394,5211639,Value-Up프로그램(신입),3612,2025년 Value-up프로그램 4일차 설문,,서술형,5003508,21,46158,[4일차 전체] 교육을 수강하신 &#39;소감&#39;을 간략하게 전달 부탁드립니다.,0,영상촬영 재밌어요,,,M,운영만족도,0,2.03E+13
87394,5211637,Value-Up프로그램(신입),3605,2025년 Value-up프로그램 2일차 설문,,서술형,5003783,37,46054,[2일차 전체] 교육을 수강하신 &#39;소감&#39;을 간략하게 전달 부탁드립니다.,0,만족합니다,,,M,운영만족도,0,2.03E+13
87394,5211636,Value-Up프로그램(신입),3604,2025년 Value-up프로그램 1일차 설문,,서술형,5003754,22,46012,[1일차] 교육을 수강하신 &#39;소감&#39;을 간략하게 전달 부탁드립니다.,0,동기들하고 친하게 지낼 수 있었고 재밌었습니다,,,M,운영만족도,0,2.03E+13
87394,5180504,Value-Up프로그램(신입),3610,2025년 Value-up프로그램 3일차 설문,,서술형,5003770,29,46134,[3일차 전체] 교육을 수강하신 &#39;소감&#39;을 간략하게 전달 부탁드립니다.,0,현업에서 어떻게 하면 잘 일할지 배울 수 있었습니다.,,,M,운영만족도,0,2.03E+13
87394,5211637,Value-Up프로그램(신입),3605,2025년 Value-up프로그램 2일차 설문,,서술형,5003754,37,46054,[2일차 전체] 교육을 수강하신 &#39;소감&#39;을 간략하게 전달 부탁드립니다.,0,재밌었습니다,,,M,운영만족도,0,2.03E+13
87394,5211640,Value-Up프로그램(신입),3615,2025년 Value-up프로그램 5일차 설문,,서술형,5003717,3,46193,[경영측 특강] 특강 수강 소감을 자유롭개 작성해 주시기 바랍니다.,0,좋은 말씀 감사합니다,,,E,과정만족도,0,2.03E+13
87394,5211640,Value-Up프로그램(신입),3615,2025년 Value-up프로그램 5일차 설문,,서술형,5003730,3,46193,[경영측 특강] 특강 수강 소감을 자유롭개 작성해 주시기 바랍니다.,0,선배님의 넓은 식견,,,E,과정만족도,0,2.03E+13
87394,5180504,Value-Up프로그램(신입),3610,2025년 Value-up프로그램 3일차 설문,,서술형,5003734,29,46134,[3일차 전체] 교육을 수강하신 &#39;소감&#39;을 간략하게 전달 부탁드립니다.,0,ㆍ,,,M,운영만족도,0,2.03E+13
87394,5211636,Value-Up프로그램(신입),3604,2025년 Value-up프로그램 1일차 설문,,서술형,5003780,22,46012,[1일차] 교육을 수강하신 &#39;소감&#39;을 간략하게 전달 부탁드립니다.,0,피피티 잘 나오게 해주세요,,,M,운영만족도,0,2.03E+13
87394,5211640,Value-Up프로그램(신입),3615,2025년 Value-up프로그램 5일차 설문,,서술형,5003734,3,46193,[경영측 특강] 특강 수강 소감을 자유롭개 작성해 주시기 바랍니다.,0,ㆍ,,,E,과정만족도,0,2.03E+13
87394,5211636,Value-Up프로그램(신입),3604,2025년 Value-up프로그램 1일차 설문,,서술형,5003511,22,46012,[1일차] 교육을 수강하신 &#39;소감&#39;을 간략하게 전달 부탁드립니다.,0,그룹 및 한국제빵공사의 역사에 대해 쉽게 파악할 수 있었음,,,M,운영만족도,0,2.03E+13
87394,5211636,Value-Up프로그램(신입),3604,2025년 Value-up프로그램 1일차 설문,,서술형,5003725,22,46012,[1일차] 교육을 수강하신 &#39;소감&#39;을 간략하게 전달 부탁드립니다.,0,설렘을 가지고 시작하며 동기들과 더 친해지고 현대자동차그룹의 일원이 제대로 되었다는 기분이 들어 너무나 유익하고 좋았습니다.,,,M,운영만족도,0,2.03E+13
87394,5180504,Value-Up프로그램(신입),3610,2025년 Value-up프로그램 3일차 설문,,서술형,5003715,29,46134,[3일차 전체] 교육을 수강하신 &#39;소감&#39;을 간략하게 전달 부탁드립니다.,0,함께 어울릴 수 있었고 많이 친해져서 교육을 듣는데에 더욱 좋았습니다.,,,M,운영만족도,0,2.03E+13
87394,5211640,Value-Up프로그램(신입),3615,2025년 Value-up프로그램 5일차 설문,,서술형,5003738,3,46193,[경영측 특강] 특강 수강 소감을 자유롭개 작성해 주시기 바랍니다.,0,좋았다,,,E,과정만족도,0,2.03E+13
87394,5180504,Value-Up프로그램(신입),3610,2025년 Value-up프로그램 3일차 설문,,서술형,5003508,29,46134,[3일차 전체] 교육을 수강하신 &#39;소감&#39;을 간략하게 전달 부탁드립니다.,0,재밌습니다~ 안전 제일,,,M,운영만족도,0,2.03E+13
87394,5211637,Value-Up프로그램(신입),3605,2025년 Value-up프로그램 2일차 설문,,서술형,5003707,37,46054,[2일차 전체] 교육을 수강하신 &#39;소감&#39;을 간략하게 전달 부탁드립니다.,0,좋았다,,,M,운영만족도,0,2.03E+13
87394,5211637,Value-Up프로그램(신입),3605,2025년 Value-up프로그램 2일차 설문,,서술형,5003778,37,46054,[2일차 전체] 교육을 수강하신 &#39;소감&#39;을 간략하게 전달 부탁드립니다.,0,한국제빵공사의 경쟁력과 비전에 대해 알 수 있는 시간이었습니다.,,,M,운영만족도,0,2.03E+13
87394,5211636,Value-Up프로그램(신입),3604,2025년 Value-up프로그램 1일차 설문,,서술형,5003709,22,46012,[1일차] 교육을 수강하신 &#39;소감&#39;을 간략하게 전달 부탁드립니다.,0,현대자동차의 역사에 대해 알아볼 수 있는 시간이었음,,,M,운영만족도,0,2.03E+13
87394,5211636,Value-Up프로그램(신입),3604,2025년 Value-up프로그램 1일차 설문,,서술형,5003705,22,46012,[1일차] 교육을 수강하신 &#39;소감&#39;을 간략하게 전달 부탁드립니다.,0,다른 부서 동기들과 친해지고 회사에 대해 더욱 알아갈 수있는 의미있는 시간이었음,,,M,운영만족도,0,2.03E+13
87394,5211636,Value-Up프로그램(신입),3604,2025년 Value-up프로그램 1일차 설문,,서술형,5003723,22,46012,[1일차] 교육을 수강하신 &#39;소감&#39;을 간략하게 전달 부탁드립니다.,0,"오늘 교육을 통해 동기들과 보다 친해질 수 있었도, 회사의 역사를 다시 한 번 돌아보며 애사심을 느낄 수 있었습니다.",,,M,운영만족도,0,2.03E+13
87394,5211639,Value-Up프로그램(신입),3612,2025년 Value-up프로그램 4일차 설문,,서술형,5003518,21,46158,[4일차 전체] 교육을 수강하신 &#39;소감&#39;을 간략하게 전달 부탁드립니다.,0,유익했습니다,,,M,운영만족도,0,2.03E+13
87394,5211637,Value-Up프로그램(신입),3605,2025년 Value-up프로그램 2일차 설문,,서술형,5003741,37,46054,[2일차 전체] 교육을 수강하신 &#39;소감&#39;을 간략하게 전달 부탁드립니다.,0,팀원들과 함께 활동을 진행하니 더 친해질 수 있었고 더 열정적으로 수업을 들을 수 있었다,,,M,운영만족도,0,2.03E+13
87394,5180504,Value-Up프로그램(신입),3610,2025년 Value-up프로그램 3일차 설문,,서술형,5003750,29,46134,[3일차 전체] 교육을 수강하신 &#39;소감&#39;을 간략하게 전달 부탁드립니다.,0,참여형 프로그램에 즐겁게 참여함,,,M,운영만족도,0,2.03E+13
87394,5211640,Value-Up프로그램(신입),3615,2025년 Value-up프로그램 5일차 설문,,서술형,5003784,3,46193,[경영측 특강] 특강 수강 소감을 자유롭개 작성해 주시기 바랍니다.,0,좋은 교훈을 얻었습니다,,,E,과정만족도,0,2.03E+13
87394,5211637,Value-Up프로그램(신입),3605,2025년 Value-up프로그램 2일차 설문,,서술형,5003743,37,46054,[2일차 전체] 교육을 수강하신 &#39;소감&#39;을 간략하게 전달 부탁드립니다.,0,"경영시뮬레이션이 생각보다 재미있고 도움되었음
고로 전기로 공정, 사업전략에 대해 잘 알게됨",,,M,운영만족도,0,2.03E+13
87394,5211640,Value-Up프로그램(신입),3615,2025년 Value-up프로그램 5일차 설문,,서술형,5003735,3,46193,[경영측 특강] 특강 수강 소감을 자유롭개 작성해 주시기 바랍니다.,0,재밌고 즐거운 추억 시간이었습니다.,,,E,과정만족도,0,2.03E+13
87394,5211639,Value-Up프로그램(신입),3612,2025년 Value-up프로그램 4일차 설문,,서술형,5003751,21,46158,[4일차 전체] 교육을 수강하신 &#39;소감&#39;을 간략하게 전달 부탁드립니다.,0,좋습니다,,,M,운영만족도,0,2.03E+13
87394,5211636,Value-Up프로그램(신입),3604,2025년 Value-up프로그램 1일차 설문,,서술형,5003781,22,46012,[1일차] 교육을 수강하신 &#39;소감&#39;을 간략하게 전달 부탁드립니다.,0,첫날이지만 팀원들이랑 조금더 친해진것같아서 좋은 시간이었습니다,,,M,운영만족도,0,2.03E+13
87394,5211636,Value-Up프로그램(신입),3604,2025년 Value-up프로그램 1일차 설문,,서술형,5003748,22,46012,[1일차] 교육을 수강하신 &#39;소감&#39;을 간략하게 전달 부탁드립니다.,0,여러 동기들을 만날 수 있어 좋았고 앞으로가 기대됩니다,,,M,운영만족도,0,2.03E+13
87394,5211640,Value-Up프로그램(신입),3615,2025년 Value-up프로그램 5일차 설문,,서술형,5003711,3,46193,[경영측 특강] 특강 수강 소감을 자유롭개 작성해 주시기 바랍니다.,0,좋은 말씀 감사합니다.,,,E,과정만족도,0,2.03E+13
87394,5211636,Value-Up프로그램(신입),3604,2025년 Value-up프로그램 1일차 설문,,서술형,5003715,22,46012,[1일차] 교육을 수강하신 &#39;소감&#39;을 간략하게 전달 부탁드립니다.,0,동기들을 만날 수 있어서 좋았으며 교육의 전반적인 내용이 알차고 도움이 많이 되었습니다!,,,M,운영만족도,0,2.03E+13
87394,5211637,Value-Up프로그램(신입),3605,2025년 Value-up프로그램 2일차 설문,,서술형,5003514,37,46054,[2일차 전체] 교육을 수강하신 &#39;소감&#39;을 간략하게 전달 부탁드립니다.,0,매우 좋았습니다,,,M,운영만족도,0,2.03E+13
87394,5180504,Value-Up프로그램(신입),3610,2025년 Value-up프로그램 3일차 설문,,서술형,5003743,29,46134,[3일차 전체] 교육을 수강하신 &#39;소감&#39;을 간략하게 전달 부탁드립니다.,0,현업에 큰 도움이 됨,,,M,운영만족도,0,2.03E+13
87394,5211637,Value-Up프로그램(신입),3605,2025년 Value-up프로그램 2일차 설문,,서술형,5003740,37,46054,[2일차 전체] 교육을 수강하신 &#39;소감&#39;을 간략하게 전달 부탁드립니다.,0,2일차도 재미있었습니다.!,,,M,운영만족도,0,2.03E+13
87394,5211636,Value-Up프로그램(신입),3604,2025년 Value-up프로그램 1일차 설문,,서술형,5003738,22,46012,[1일차] 교육을 수강하신 &#39;소감&#39;을 간략하게 전달 부탁드립니다.,0,유익한 교육 감사합니다. 특히 HMG의 역사에 대해 이해도를 향상하며 한국제빵공사의 역할에 대하여 알 수 있는 시간이었습니다.,,,M,운영만족도,0,2.03E+13
87394,5180504,Value-Up프로그램(신입),3610,2025년 Value-up프로그램 3일차 설문,,서술형,5003516,29,46134,[3일차 전체] 교육을 수강하신 &#39;소감&#39;을 간략하게 전달 부탁드립니다.,0,좋았습니다.,,,M,운영만족도,0,2.03E+13
87394,5211640,Value-Up프로그램(신입),3615,2025년 Value-up프로그램 5일차 설문,,서술형,5003710,3,46193,[경영측 특강] 특강 수강 소감을 자유롭개 작성해 주시기 바랍니다.,0,생각을 들을 수 있는 시간이라 좋았다.,,,E,과정만족도,0,2.03E+13
87394,5180504,Value-Up프로그램(신입),3610,2025년 Value-up프로그램 3일차 설문,,서술형,5003722,29,46134,[3일차 전체] 교육을 수강하신 &#39;소감&#39;을 간략하게 전달 부탁드립니다.,0,너무 유익했습니다,,,M,운영만족도,0,2.03E+13
87394,5211640,Value-Up프로그램(신입),3615,2025년 Value-up프로그램 5일차 설문,,서술형,5003783,3,46193,[경영측 특강] 특강 수강 소감을 자유롭개 작성해 주시기 바랍니다.,0,만족합니다.,,,E,과정만족도,0,2.03E+13
87394,5211637,Value-Up프로그램(신입),3605,2025년 Value-up프로그램 2일차 설문,,서술형,5003703,37,46054,[2일차 전체] 교육을 수강하신 &#39;소감&#39;을 간략하게 전달 부탁드립니다.,0,항상 도와주셔서 감사합니다.,,,M,운영만족도,0,2.03E+13
87394,5211637,Value-Up프로그램(신입),3605,2025년 Value-up프로그램 2일차 설문,,서술형,5003784,37,46054,[2일차 전체] 교육을 수강하신 &#39;소감&#39;을 간략하게 전달 부탁드립니다.,0,동기들과 조금 더 친해졌음,,,M,운영만족도,0,2.03E+13
87394,5211639,Value-Up프로그램(신입),3612,2025년 Value-up프로그램 4일차 설문,,서술형,5003498,21,46158,[4일차 전체] 교육을 수강하신 &#39;소감&#39;을 간략하게 전달 부탁드립니다.,0,너무 즐거웠어요.,,,M,운영만족도,0,2.03E+13
86769,5065012,[DX Academy] Qlik 기본 기능 실습_초급 (1차수),3611,■ [DX Academy] Qlik 기본 기능 실습_초급 (1차수) 수강의견 조사 ■,,서술형,2022542,8,46131,교육을 수강하신 &#39;소감&#39;을 간략하게 전달 부탁드립니다.,0,"추가적으로 SQL등을 학습하고 싶은 마음이
들었습니다",,,M,운영만족도,0,2.03E+13
87394,5211636,Value-Up프로그램(신입),3604,2025년 Value-up프로그램 1일차 설문,,서술형,5003508,22,46012,[1일차] 교육을 수강하신 &#39;소감&#39;을 간략하게 전달 부탁드립니다.,0,팀원들과 아이스브레이킹을 해서 좋았습니다,,,M,운영만족도,0,2.03E+13
87394,5211639,Value-Up프로그램(신입),3612,2025년 Value-up프로그램 4일차 설문,,서술형,5003719,21,46158,[4일차 전체] 교육을 수강하신 &#39;소감&#39;을 간략하게 전달 부탁드립니다.,0,재밌었습니다.,,,M,운영만족도,0,2.03E+13
87394,5211636,Value-Up프로그램(신입),3604,2025년 Value-up프로그램 1일차 설문,,서술형,5003520,22,46012,[1일차] 교육을 수강하신 &#39;소감&#39;을 간략하게 전달 부탁드립니다.,0,많은 사람들과 소통할 수 있어 좋았습니다.,,,M,운영만족도,0,2.03E+13
87394,5211639,Value-Up프로그램(신입),3612,2025년 Value-up프로그램 4일차 설문,,서술형,5003747,21,46158,[4일차 전체] 교육을 수강하신 &#39;소감&#39;을 간략하게 전달 부탁드립니다.,0,좋았습니다,,,M,운영만족도,0,2.03E+13
87394,5211637,Value-Up프로그램(신입),3605,2025년 Value-up프로그램 2일차 설문,,서술형,5003511,37,46054,[2일차 전체] 교육을 수강하신 &#39;소감&#39;을 간략하게 전달 부탁드립니다.,0,교육을 통한 회사 경영 및 공정에 대한 전반적인 이해도 향상,,,M,운영만족도,0,2.03E+13
87394,5211636,Value-Up프로그램(신입),3604,2025년 Value-up프로그램 1일차 설문,,서술형,5003739,22,46012,[1일차] 교육을 수강하신 &#39;소감&#39;을 간략하게 전달 부탁드립니다.,0,감사합니다,,,M,운영만족도,0,2.03E+13
87394,5180504,Value-Up프로그램(신입),3610,2025년 Value-up프로그램 3일차 설문,,서술형,5003747,29,46134,[3일차 전체] 교육을 수강하신 &#39;소감&#39;을 간략하게 전달 부탁드립니다.,0,좋았습니다,,,M,운영만족도,0,2.03E+13
87394,5211637,Value-Up프로그램(신입),3605,2025년 Value-up프로그램 2일차 설문,,서술형,5003770,37,46054,[2일차 전체] 교육을 수강하신 &#39;소감&#39;을 간략하게 전달 부탁드립니다.,0,오늘 교육을 통해 우리 회사에 대해서 더 잘 알아볼 수 있었습니다.,,,M,운영만족도,0,2.03E+13
87394,5211636,Value-Up프로그램(신입),3604,2025년 Value-up프로그램 1일차 설문,,서술형,5003710,22,46012,[1일차] 교육을 수강하신 &#39;소감&#39;을 간략하게 전달 부탁드립니다.,0,준비를 열심히 해 주신 것 같아 감사합니다.,,,M,운영만족도,0,2.03E+13
87394,5211636,Value-Up프로그램(신입),3604,2025년 Value-up프로그램 1일차 설문,,서술형,5003722,22,46012,[1일차] 교육을 수강하신 &#39;소감&#39;을 간략하게 전달 부탁드립니다.,0,새로운 동기들과 친해질 수 있는 기회가 되어 뜻깊은 하루였다,,,M,운영만족도,0,2.03E+13
87394,5211640,Value-Up프로그램(신입),3615,2025년 Value-up프로그램 5일차 설문,,서술형,5003515,3,46193,[경영측 특강] 특강 수강 소감을 자유롭개 작성해 주시기 바랍니다.,0,이로운 시간이었습니다,,,E,과정만족도,0,2.03E+13
87394,5180504,Value-Up프로그램(신입),3610,2025년 Value-up프로그램 3일차 설문,,서술형,5003716,29,46134,[3일차 전체] 교육을 수강하신 &#39;소감&#39;을 간략하게 전달 부탁드립니다.,0,제철의 노력이 보여 좋았습니다,,,M,운영만족도,0,2.03E+13
87394,5211636,Value-Up프로그램(신입),3604,2025년 Value-up프로그램 1일차 설문,,서술형,5003735,22,46012,[1일차] 교육을 수강하신 &#39;소감&#39;을 간략하게 전달 부탁드립니다.,0,회사 동기들을 만날 수 있어 뜻깊은 첫만남이었습니다.,,,M,운영만족도,0,2.03E+13
87394,5211636,Value-Up프로그램(신입),3604,2025년 Value-up프로그램 1일차 설문,,서술형,5003716,22,46012,[1일차] 교육을 수강하신 &#39;소감&#39;을 간략하게 전달 부탁드립니다.,0,"이런 자리가 있어서 좋았습니다
소속에 대한 자부심과 더불어 정말 대기업에 들어왔다는 자부심을 가지는 동시에 다양한 부서 사람들을 알 수 있어서 좋았습니다",,,M,운영만족도,0,2.03E+13
87394,5211639,Value-Up프로그램(신입),3612,2025년 Value-up프로그램 4일차 설문,,서술형,5003780,21,46158,[4일차 전체] 교육을 수강하신 &#39;소감&#39;을 간략하게 전달 부탁드립니다.,0,고생많앗습니다,,,M,운영만족도,0,2.03E+13
87394,5180504,Value-Up프로그램(신입),3610,2025년 Value-up프로그램 3일차 설문,,서술형,5003746,29,46134,[3일차 전체] 교육을 수강하신 &#39;소감&#39;을 간략하게 전달 부탁드립니다.,0,재밌었다,,,M,운영만족도,0,2.03E+13
87394,5211636,Value-Up프로그램(신입),3604,2025년 Value-up프로그램 1일차 설문,,서술형,5003721,22,46012,[1일차] 교육을 수강하신 &#39;소감&#39;을 간략하게 전달 부탁드립니다.,0,회사에 비전에 대해 알 수 있었습니다,,,M,운영만족도,0,2.03E+13
87394,5211637,Value-Up프로그램(신입),3605,2025년 Value-up프로그램 2일차 설문,,서술형,5003508,37,46054,[2일차 전체] 교육을 수강하신 &#39;소감&#39;을 간략하게 전달 부탁드립니다.,0,재밌습니다,,,M,운영만족도,0,2.03E+13
87394,5211636,Value-Up프로그램(신입),3604,2025년 Value-up프로그램 1일차 설문,,서술형,5003515,22,46012,[1일차] 교육을 수강하신 &#39;소감&#39;을 간략하게 전달 부탁드립니다.,0,남은 4일차가 기대되는 첫 1일차이었음,,,M,운영만족도,0,2.03E+13
87394,5211640,Value-Up프로그램(신입),3615,2025년 Value-up프로그램 5일차 설문,,서술형,5003741,3,46193,[경영측 특강] 특강 수강 소감을 자유롭개 작성해 주시기 바랍니다.,0,신입사원이 가져야할 마인드를 알려주셔서 좋았다,,,E,과정만족도,0,2.03E+13
87394,5211639,Value-Up프로그램(신입),3612,2025년 Value-up프로그램 4일차 설문,,서술형,5003735,21,46158,[4일차 전체] 교육을 수강하신 &#39;소감&#39;을 간략하게 전달 부탁드립니다.,0,추억을 나누기 좋았습니다.,,,M,운영만족도,0,2.03E+13
